Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-g1a6,randomiser-62yd,Spreadsheet,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,display,randomise_trials,ImageLeft,ImageRight,ImageCentre,TextLeft,TextRight,TextCentre,Answer,OrLeft,OrRight,TextLeft1,TextRight1,TextRight2,TextLeft2,,metadata,metadata.1
59,1667928820674,08/11/2022 17:33:40,1667928820696,0,08/11/2022 17:33:40,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,3,1,Screen 1,Zone9,continue_keyboard,7190.0999999996275,,,0,1,0,,,,Spreadsheet1,1,prepare1,,,,,,,,,or,or,female,male,science,humanities,33,congruent,congruent
60,1667928821814,08/11/2022 17:33:41,1667928821798,0,08/11/2022 17:33:41,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,25,1,Screen 1,Zone9,response_keyboard,1074.300000000745,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Anna,left,or,or,female,male,science,humanities,36,congruent,congruent
61,1667928822478,08/11/2022 17:33:42,1667928822494,0,08/11/2022 17:33:42,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,25,2,Screen 2,fixation,fixation,699.7429999999877,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Anna,left,or,or,female,male,science,humanities,36,congruent,congruent
62,1667928823570,08/11/2022 17:33:43,1667928823568,0,08/11/2022 17:33:43,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,26,1,Screen 1,Zone9,response_keyboard,1042.9000000003725,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,English,left,or,or,female,male,science,humanities,58,congruent,congruent
63,1667928824258,08/11/2022 17:33:44,1667928824260,0,08/11/2022 17:33:44,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,26,2,Screen 2,fixation,fixation,699.8840000000055,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,English,left,or,or,female,male,science,humanities,58,congruent,congruent
64,1667928824897,08/11/2022 17:33:44,1667928824909,0,08/11/2022 17:33:44,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,27,1,Screen 1,Zone9,response_keyboard,621.9000000003725,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Physics,right,or,or,female,male,science,humanities,47,congruent,congruent
65,1667928825592,08/11/2022 17:33:45,1667928825594,0,08/11/2022 17:33:45,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,27,2,Screen 2,fixation,fixation,700.041000000012,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Physics,right,or,or,female,male,science,humanities,47,congruent,congruent
66,1667928826312,08/11/2022 17:33:46,1667928826319,0,08/11/2022 17:33:46,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,28,1,Screen 1,Zone9,response_keyboard,694.3000000007451,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Michelle,left,or,or,female,male,science,humanities,35,congruent,congruent
67,1667928827002,08/11/2022 17:33:47,1667928827011,0,08/11/2022 17:33:47,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,28,2,Screen 2,fixation,fixation,699.8949999999895,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Michelle,left,or,or,female,male,science,humanities,35,congruent,congruent
68,1667928827630,08/11/2022 17:33:47,1667928827648,0,08/11/2022 17:33:47,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,29,1,Screen 1,Zone9,response_keyboard,612.2000000011176,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Daniel,right,or,or,female,male,science,humanities,42,congruent,congruent
69,1667928828345,08/11/2022 17:33:48,1667928828345,0,08/11/2022 17:33:48,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,29,2,Screen 2,fixation,fixation,700.2520000000077,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Daniel,right,or,or,female,male,science,humanities,42,congruent,congruent
70,1667928828950,08/11/2022 17:33:48,1667928828946,0,08/11/2022 17:33:48,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,30,1,Screen 1,Zone9,response_keyboard,571.3000000007451,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Emily,left,or,or,female,male,science,humanities,37,congruent,congruent
71,1667928829652,08/11/2022 17:33:49,1667928829644,0,08/11/2022 17:33:49,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,30,2,Screen 2,fixation,fixation,700.3709999999846,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Emily,left,or,or,female,male,science,humanities,37,congruent,congruent
72,1667928830280,08/11/2022 17:33:50,1667928830297,0,08/11/2022 17:33:50,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,31,1,Screen 1,Zone9,response_keyboard,619.6000000014901,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Chemistry,right,or,or,female,male,science,humanities,48,congruent,congruent
73,1667928830976,08/11/2022 17:33:50,1667928830994,0,08/11/2022 17:33:50,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,31,2,Screen 2,fixation,fixation,699.890000000014,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Chemistry,right,or,or,female,male,science,humanities,48,congruent,congruent
74,1667928831622,08/11/2022 17:33:51,1667928831638,0,08/11/2022 17:33:51,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,32,1,Screen 1,Zone9,response_keyboard,617.5,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Math,right,or,or,female,male,science,humanities,49,congruent,congruent
75,1667928832311,08/11/2022 17:33:52,1667928832328,0,08/11/2022 17:33:52,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,32,2,Screen 2,fixation,fixation,700.0930000000226,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Math,right,or,or,female,male,science,humanities,49,congruent,congruent
76,1667928832808,08/11/2022 17:33:52,1667928832830,0,08/11/2022 17:33:52,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,33,1,Screen 1,Zone9,response_keyboard,472.2999999988824,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Paul,right,or,or,female,male,science,humanities,43,congruent,congruent
77,1667928833512,08/11/2022 17:33:53,1667928833528,0,08/11/2022 17:33:53,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,33,2,Screen 2,fixation,fixation,700.0369999999821,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Paul,right,or,or,female,male,science,humanities,43,congruent,congruent
78,1667928834184,08/11/2022 17:33:54,1667928834206,0,08/11/2022 17:33:54,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,34,1,Screen 1,Zone9,response_keyboard,641.2999999988824,left,1,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Biology,right,or,or,female,male,science,humanities,46,congruent,congruent
79,1667928834965,08/11/2022 17:33:54,1667928834983,0,08/11/2022 17:33:54,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,34,1,Screen 1,Zone9,response_keyboard,1423,right,2,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Biology,right,or,or,female,male,science,humanities,46,congruent,congruent
80,1667928835645,08/11/2022 17:33:55,1667928835677,0,08/11/2022 17:33:55,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,34,2,Screen 2,fixation,fixation,699.8179999999993,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Biology,right,or,or,female,male,science,humanities,46,congruent,congruent
81,1667928836495,08/11/2022 17:33:56,1667928836514,0,08/11/2022 17:33:56,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,35,1,Screen 1,Zone9,response_keyboard,823.0999999996275,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Music,left,or,or,female,male,science,humanities,59,congruent,congruent
82,1667928837216,08/11/2022 17:33:57,1667928837212,0,08/11/2022 17:33:57,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,35,2,Screen 2,fixation,fixation,700.3950000000186,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Music,left,or,or,female,male,science,humanities,59,congruent,congruent
83,1667928837950,08/11/2022 17:33:57,1667928837971,0,08/11/2022 17:33:57,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,36,1,Screen 1,Zone9,response_keyboard,730,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
84,1667928838656,08/11/2022 17:33:58,1667928838662,0,08/11/2022 17:33:58,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,36,2,Screen 2,fixation,fixation,699.9070000000065,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
85,1667928839167,08/11/2022 17:33:59,1667928839178,0,08/11/2022 17:33:59,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,37,1,Screen 1,Zone9,response_keyboard,489.6000000014901,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Ben,right,or,or,female,male,science,humanities,40,congruent,congruent
86,1667928839843,08/11/2022 17:33:59,1667928839860,0,08/11/2022 17:33:59,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,37,2,Screen 2,fixation,fixation,699.7329999999783,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Ben,right,or,or,female,male,science,humanities,40,congruent,congruent
87,1667928840517,08/11/2022 17:34:00,1667928840531,0,08/11/2022 17:34:00,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,38,1,Screen 1,Zone9,response_keyboard,658.6000000014901,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,John,right,or,or,female,male,science,humanities,41,congruent,congruent
88,1667928841231,08/11/2022 17:34:01,1667928841229,0,08/11/2022 17:34:01,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,38,2,Screen 2,fixation,fixation,700.0629999999946,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,John,right,or,or,female,male,science,humanities,41,congruent,congruent
89,1667928841920,08/11/2022 17:34:01,1667928841932,0,08/11/2022 17:34:01,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,39,1,Screen 1,Zone9,response_keyboard,658.3000000007451,left,1,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Geology,right,or,or,female,male,science,humanities,50,congruent,congruent
90,1667928842484,08/11/2022 17:34:02,1667928842500,0,08/11/2022 17:34:02,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,39,1,Screen 1,Zone9,response_keyboard,1241.2000000011176,right,2,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Geology,right,or,or,female,male,science,humanities,50,congruent,congruent
91,1667928843189,08/11/2022 17:34:03,1667928843196,0,08/11/2022 17:34:03,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,39,2,Screen 2,fixation,fixation,700.2980000000098,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Geology,right,or,or,female,male,science,humanities,50,congruent,congruent
92,1667928843921,08/11/2022 17:34:03,1667928843915,0,08/11/2022 17:34:03,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,40,1,Screen 1,Zone9,response_keyboard,690.5999999996275,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Literature,left,or,or,female,male,science,humanities,57,congruent,congruent
93,1667928844598,08/11/2022 17:34:04,1667928844613,0,08/11/2022 17:34:04,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,40,2,Screen 2,fixation,fixation,700.3090000000084,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Literature,left,or,or,female,male,science,humanities,57,congruent,congruent
94,1667928845309,08/11/2022 17:34:05,1667928845316,0,08/11/2022 17:34:05,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,41,1,Screen 1,Zone9,response_keyboard,667.2000000011176,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Classics,left,or,or,female,male,science,humanities,55,congruent,congruent
95,1667928845991,08/11/2022 17:34:05,1667928846012,0,08/11/2022 17:34:06,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,41,2,Screen 2,fixation,fixation,699.9220000000205,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Classics,left,or,or,female,male,science,humanities,55,congruent,congruent
96,1667928846805,08/11/2022 17:34:06,1667928846827,0,08/11/2022 17:34:06,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,42,1,Screen 1,Zone9,response_keyboard,779.5999999996275,right,1,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
97,1667928847260,08/11/2022 17:34:07,1667928847284,0,08/11/2022 17:34:07,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,42,1,Screen 1,Zone9,response_keyboard,1243,right,2,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
98,1667928848736,08/11/2022 17:34:08,1667928848738,0,08/11/2022 17:34:08,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,42,1,Screen 1,Zone9,response_keyboard,2699.5999999996275,left,3,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
99,1667928849415,08/11/2022 17:34:09,1667928849429,0,08/11/2022 17:34:09,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,42,2,Screen 2,fixation,fixation,700.0590000000084,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
100,1667928850236,08/11/2022 17:34:10,1667928850231,0,08/11/2022 17:34:10,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,43,1,Screen 1,Zone9,response_keyboard,772.1999999992549,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Julia,left,or,or,female,male,science,humanities,34,congruent,congruent
101,1667928850925,08/11/2022 17:34:10,1667928850930,0,08/11/2022 17:34:10,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,43,2,Screen 2,fixation,fixation,700.2690000000002,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Julia,left,or,or,female,male,science,humanities,34,congruent,congruent
102,1667928851657,08/11/2022 17:34:11,1667928851649,0,08/11/2022 17:34:11,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,44,1,Screen 1,Zone9,response_keyboard,671.6999999992549,right,1,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Arts,left,or,or,female,male,science,humanities,56,congruent,congruent
103,1667928852299,08/11/2022 17:34:12,1667928852303,0,08/11/2022 17:34:12,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,44,1,Screen 1,Zone9,response_keyboard,1325.8999999985099,right,2,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Arts,left,or,or,female,male,science,humanities,56,congruent,congruent
104,1667928853414,08/11/2022 17:34:13,1667928853432,0,08/11/2022 17:34:13,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,44,1,Screen 1,Zone9,response_keyboard,2470.2999999988824,left,3,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Arts,left,or,or,female,male,science,humanities,56,congruent,congruent
105,1667928854138,08/11/2022 17:34:14,1667928854130,0,08/11/2022 17:34:14,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,44,2,Screen 2,fixation,fixation,700.2680000000109,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Arts,left,or,or,female,male,science,humanities,56,congruent,congruent
106,1667928854878,08/11/2022 17:34:14,1667928854880,0,08/11/2022 17:34:14,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,45,1,Screen 1,Zone9,response_keyboard,716.2999999988824,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,History,left,or,or,female,male,science,humanities,60,congruent,congruent
107,1667928855565,08/11/2022 17:34:15,1667928855563,0,08/11/2022 17:34:15,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,45,2,Screen 2,fixation,fixation,700.0380000000005,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,History,left,or,or,female,male,science,humanities,60,congruent,congruent
108,1667928856283,08/11/2022 17:34:16,1667928856289,0,08/11/2022 17:34:16,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,46,1,Screen 1,Zone9,response_keyboard,696.6999999992549,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Astronomy,right,or,or,female,male,science,humanities,51,congruent,congruent
109,1667928856971,08/11/2022 17:34:16,1667928856980,0,08/11/2022 17:34:16,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,46,2,Screen 2,fixation,fixation,700.380999999994,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Astronomy,right,or,or,female,male,science,humanities,51,congruent,congruent
110,1667928857538,08/11/2022 17:34:17,1667928857534,0,08/11/2022 17:34:17,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,47,1,Screen 1,Zone9,response_keyboard,514.5999999996275,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Engineering,right,or,or,female,male,science,humanities,52,congruent,congruent
111,1667928858224,08/11/2022 17:34:18,1667928858230,0,08/11/2022 17:34:18,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,47,2,Screen 2,fixation,fixation,699.8390000000072,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Engineering,right,or,or,female,male,science,humanities,52,congruent,congruent
112,1667928858877,08/11/2022 17:34:18,1667928858886,0,08/11/2022 17:34:18,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,48,1,Screen 1,Zone9,response_keyboard,627.4000000003725,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Jeffrey,right,or,or,female,male,science,humanities,44,congruent,congruent
113,1667928859583,08/11/2022 17:34:19,1667928859579,0,08/11/2022 17:34:19,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,48,2,Screen 2,fixation,fixation,699.7970000000205,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Jeffrey,right,or,or,female,male,science,humanities,44,congruent,congruent
114,1667928863303,08/11/2022 17:34:23,1667928863299,0,08/11/2022 17:34:23,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,1,1,Screen 1,Zone9,continue_keyboard,3707.2999999988824,,,0,1,0,,,,Spreadsheet1,,prepare2,,,,,,,,,,,,,,,62,,
115,1667928866646,08/11/2022 17:34:26,1667928866638,0,08/11/2022 17:34:26,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,4,1,Screen 1,Zone9,continue_keyboard,3322.0999999996275,,,0,1,0,,,,Spreadsheet1,2,prepare1,,,,,,,,,,,,,humanities,science,63,practice_incongruent,practice_incongruent
116,1667928869134,08/11/2022 17:34:29,1667928869145,0,08/11/2022 17:34:29,68854,2,task-3fjs,,25112785,BLIND,7416735,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.35,1536x864,1473x754,,IAT_sex_topics,3,society,,Spreadsheet1,49,1,Screen 1,Zone9,response_keyboard,2481.0999999996275,right,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Arts,right,,,,,humanities,science,74,practice_incongruent,practice_incongruent
