Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,display,randomise_trials,ImageLeft,ImageRight,ImageCentre,TextLeft,TextRight,TextCentre,Answer,OrLeft,OrRight,TextLeft1,TextRight1,TextRight2,TextLeft2,,metadata,metadata.1
57,1611752855208,27/01/2021 13:07:35,1611752855081,0,27/01/2021 13:07:35,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,25,2,Screen 2,fixation,fixation,700.9159999999974,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,English,left,or,or,female,male,science,humanities,58,congruent,congruent
58,1611752857318,27/01/2021 13:07:37,1611752855692,0,27/01/2021 13:07:35,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,26,1,Screen 1,Zone9,response_keyboard,596.1649999953806,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Jeffrey,right,or,or,female,male,science,humanities,44,congruent,congruent
59,1611752857454,27/01/2021 13:07:37,1611752856381,0,27/01/2021 13:07:36,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,26,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Jeffrey,right,or,or,female,male,science,humanities,44,congruent,congruent
60,1611752857454,27/01/2021 13:07:37,1611752856986,0,27/01/2021 13:07:36,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,27,1,Screen 1,Zone9,response_keyboard,586.74999998766,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Emily,left,or,or,female,male,science,humanities,37,congruent,congruent
61,1611752857806,27/01/2021 13:07:37,1611752857680,0,27/01/2021 13:07:37,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,27,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Emily,left,or,or,female,male,science,humanities,37,congruent,congruent
62,1611752858746,27/01/2021 13:07:38,1611752858633,0,27/01/2021 13:07:38,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,28,1,Screen 1,Zone9,response_keyboard,934.6650000079535,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Classics,left,or,or,female,male,science,humanities,55,congruent,congruent
63,1611752859452,27/01/2021 13:07:39,1611752859330,0,27/01/2021 13:07:39,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,28,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Classics,left,or,or,female,male,science,humanities,55,congruent,congruent
64,1611752860077,27/01/2021 13:07:40,1611752859937,0,27/01/2021 13:07:39,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,29,1,Screen 1,Zone9,response_keyboard,585.7099999848288,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Geology,right,or,or,female,male,science,humanities,50,congruent,congruent
65,1611752860759,27/01/2021 13:07:40,1611752860630,0,27/01/2021 13:07:40,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,29,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Geology,right,or,or,female,male,science,humanities,50,congruent,congruent
66,1611752861385,27/01/2021 13:07:41,1611752861264,0,27/01/2021 13:07:41,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,30,1,Screen 1,Zone9,response_keyboard,606.3300000096206,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Paul,right,or,or,female,male,science,humanities,43,congruent,congruent
67,1611752862079,27/01/2021 13:07:42,1611752861947,0,27/01/2021 13:07:41,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,30,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Paul,right,or,or,female,male,science,humanities,43,congruent,congruent
68,1611752862650,27/01/2021 13:07:42,1611752862506,0,27/01/2021 13:07:42,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,31,1,Screen 1,Zone9,response_keyboard,537.7100000041537,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Ben,right,or,or,female,male,science,humanities,40,congruent,congruent
69,1611752863322,27/01/2021 13:07:43,1611752863197,0,27/01/2021 13:07:43,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,31,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Ben,right,or,or,female,male,science,humanities,40,congruent,congruent
70,1611752863922,27/01/2021 13:07:43,1611752863782,0,27/01/2021 13:07:43,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,32,1,Screen 1,Zone9,response_keyboard,561.2050000054296,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Daniel,right,or,or,female,male,science,humanities,42,congruent,congruent
71,1611752864593,27/01/2021 13:07:44,1611752864480,0,27/01/2021 13:07:44,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,32,2,Screen 2,fixation,fixation,700.5869999999995,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Daniel,right,or,or,female,male,science,humanities,42,congruent,congruent
72,1611752866322,27/01/2021 13:07:46,1611752865047,0,27/01/2021 13:07:45,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,33,1,Screen 1,Zone9,response_keyboard,539.3350000085775,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Physics,right,or,or,female,male,science,humanities,47,congruent,congruent
73,1611752866397,27/01/2021 13:07:46,1611752865731,0,27/01/2021 13:07:45,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,33,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Physics,right,or,or,female,male,science,humanities,47,congruent,congruent
74,1611752866474,27/01/2021 13:07:46,1611752866294,0,27/01/2021 13:07:46,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,34,1,Screen 1,Zone9,response_keyboard,538.8699999894015,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Julia,left,or,or,female,male,science,humanities,34,congruent,congruent
75,1611752868087,27/01/2021 13:07:48,1611752866980,0,27/01/2021 13:07:46,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,34,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Julia,left,or,or,female,male,science,humanities,34,congruent,congruent
76,1611752868216,27/01/2021 13:07:48,1611752867622,0,27/01/2021 13:07:47,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,35,1,Screen 1,Zone9,response_keyboard,621.000000013737,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,John,right,or,or,female,male,science,humanities,41,congruent,congruent
77,1611752868434,27/01/2021 13:07:48,1611752868313,0,27/01/2021 13:07:48,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,35,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,John,right,or,or,female,male,science,humanities,41,congruent,congruent
78,1611752869153,27/01/2021 13:07:49,1611752868974,0,27/01/2021 13:07:48,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,36,1,Screen 1,Zone9,response_keyboard,635.6599999999162,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Engineering,right,or,or,female,male,science,humanities,52,congruent,congruent
79,1611752869779,27/01/2021 13:07:49,1611752869663,0,27/01/2021 13:07:49,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,36,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Engineering,right,or,or,female,male,science,humanities,52,congruent,congruent
80,1611752870587,27/01/2021 13:07:50,1611752870313,0,27/01/2021 13:07:50,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,37,1,Screen 1,Zone9,response_keyboard,622.9950000124518,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Arts,left,or,or,female,male,science,humanities,56,congruent,congruent
81,1611752871119,27/01/2021 13:07:51,1611752870996,0,27/01/2021 13:07:50,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,37,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Arts,left,or,or,female,male,science,humanities,56,congruent,congruent
82,1611752871653,27/01/2021 13:07:51,1611752871529,0,27/01/2021 13:07:51,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,38,1,Screen 1,Zone9,response_keyboard,498.4550000226591,left,1,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Astronomy,right,or,or,female,male,science,humanities,51,congruent,congruent
83,1611752872013,27/01/2021 13:07:52,1611752871896,0,27/01/2021 13:07:51,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,38,1,Screen 1,Zone9,response_keyboard,876.7900000093505,right,2,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Astronomy,right,or,or,female,male,science,humanities,51,congruent,congruent
84,1611752872790,27/01/2021 13:07:52,1611752872580,0,27/01/2021 13:07:52,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,38,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Astronomy,right,or,or,female,male,science,humanities,51,congruent,congruent
85,1611752873530,27/01/2021 13:07:53,1611752873400,0,27/01/2021 13:07:53,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,39,1,Screen 1,Zone9,response_keyboard,793.4149999928195,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Anna,left,or,or,female,male,science,humanities,36,congruent,congruent
86,1611752874201,27/01/2021 13:07:54,1611752874097,0,27/01/2021 13:07:54,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,39,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Anna,left,or,or,female,male,science,humanities,36,congruent,congruent
87,1611752875514,27/01/2021 13:07:55,1611752875383,0,27/01/2021 13:07:55,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,40,1,Screen 1,Zone9,response_keyboard,1262.2099999862257,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
88,1611752876185,27/01/2021 13:07:56,1611752876080,0,27/01/2021 13:07:56,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,40,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Philosophy,left,or,or,female,male,science,humanities,54,congruent,congruent
89,1611752876719,27/01/2021 13:07:56,1611752876601,0,27/01/2021 13:07:56,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,41,1,Screen 1,Zone9,response_keyboard,496.3749999878928,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,History,left,or,or,female,male,science,humanities,60,congruent,congruent
90,1611752877419,27/01/2021 13:07:57,1611752877297,0,27/01/2021 13:07:57,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,41,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,History,left,or,or,female,male,science,humanities,60,congruent,congruent
91,1611752877953,27/01/2021 13:07:57,1611752877848,0,27/01/2021 13:07:57,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,42,1,Screen 1,Zone9,response_keyboard,525.4999999888241,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Music,left,or,or,female,male,science,humanities,59,congruent,congruent
92,1611752878962,27/01/2021 13:07:58,1611752878530,0,27/01/2021 13:07:58,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,42,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Music,left,or,or,female,male,science,humanities,59,congruent,congruent
93,1611752879314,27/01/2021 13:07:59,1611752879205,0,27/01/2021 13:07:59,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,43,1,Screen 1,Zone9,response_keyboard,649.2100000032224,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Math,right,or,or,female,male,science,humanities,49,congruent,congruent
94,1611752880018,27/01/2021 13:08:00,1611752879897,0,27/01/2021 13:07:59,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,43,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Math,right,or,or,female,male,science,humanities,49,congruent,congruent
95,1611752880822,27/01/2021 13:08:00,1611752880524,0,27/01/2021 13:08:00,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,44,1,Screen 1,Zone9,response_keyboard,600.5400000140071,right,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Chemistry,right,or,or,female,male,science,humanities,48,congruent,congruent
96,1611752881344,27/01/2021 13:08:01,1611752881213,0,27/01/2021 13:08:01,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,44,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Chemistry,right,or,or,female,male,science,humanities,48,congruent,congruent
97,1611752885040,27/01/2021 13:08:05,1611752881810,0,27/01/2021 13:08:01,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,45,1,Screen 1,Zone9,response_keyboard,571.9999999855645,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
98,1611752885220,27/01/2021 13:08:05,1611752882497,0,27/01/2021 13:08:02,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,45,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Rebecca,left,or,or,female,male,science,humanities,38,congruent,congruent
99,1611752885220,27/01/2021 13:08:05,1611752883192,0,27/01/2021 13:08:03,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,46,1,Screen 1,Zone9,response_keyboard,660.6600000231992,left,1,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Biology,right,or,or,female,male,science,humanities,46,congruent,congruent
100,1611752885220,27/01/2021 13:08:05,1611752883639,0,27/01/2021 13:08:03,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,46,1,Screen 1,Zone9,response_keyboard,1120.4100000031758,right,2,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Biology,right,or,or,female,male,science,humanities,46,congruent,congruent
101,1611752885220,27/01/2021 13:08:05,1611752884330,0,27/01/2021 13:08:04,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,46,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Biology,right,or,or,female,male,science,humanities,46,congruent,congruent
102,1611752885220,27/01/2021 13:08:05,1611752884966,0,27/01/2021 13:08:04,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,47,1,Screen 1,Zone9,response_keyboard,600.8749999746215,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Literature,left,or,or,female,male,science,humanities,57,congruent,congruent
103,1611752885836,27/01/2021 13:08:05,1611752885663,0,27/01/2021 13:08:05,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,47,2,Screen 2,fixation,fixation,699.9720000000088,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Literature,left,or,or,female,male,science,humanities,57,congruent,congruent
104,1611752886345,27/01/2021 13:08:06,1611752886234,0,27/01/2021 13:08:06,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,48,1,Screen 1,Zone9,response_keyboard,546.585000003688,left,1,1,0,0,,,,Spreadsheet1,1,trials,3,,,,,,Michelle,left,or,or,female,male,science,humanities,35,congruent,congruent
105,1611752887059,27/01/2021 13:08:07,1611752886930,0,27/01/2021 13:08:06,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,48,2,Screen 2,fixation,fixation,699.9719999999943,,,0,1,0,,,,Spreadsheet1,1,trials,3,,,,,,Michelle,left,or,or,female,male,science,humanities,35,congruent,congruent
106,1611752889298,27/01/2021 13:08:09,1611752889168,0,27/01/2021 13:08:09,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,1,1,Screen 1,Zone9,continue_keyboard,2222.5800000014715,,,0,1,0,,,,Spreadsheet1,,prepare2,,,,,,,,,,,,,,,62,,
107,1611752896099,27/01/2021 13:08:16,1611752895976,0,27/01/2021 13:08:15,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,4,1,Screen 1,Zone9,continue_keyboard,6786.915000004228,,,0,1,0,,,,Spreadsheet1,2,prepare1,,,,,,,,,,,,,humanities,science,63,practice_incongruent,practice_incongruent
108,1611752896823,27/01/2021 13:08:16,1611752896716,0,27/01/2021 13:08:16,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,49,1,Screen 1,Zone9,response_keyboard,716.790000005858,left,1,1,0,0,,,,Spreadsheet1,2,trials,4,,,,,,Astronomy,left,,,,,humanities,science,69,practice_incongruent,practice_incongruent
109,1611752898615,27/01/2021 13:08:18,1611752897414,0,27/01/2021 13:08:17,39476,1,task-3fjs,,9432363,0dxt32ut,2874231,,complete,,,computer,Desktop or Laptop,Mac OS 11.1.0,Chrome 88.0.4324.96,1440x900,1434x638,,,,IAT_sex_topics,3,Spreadsheet1,49,2,Screen 2,fixation,fixation,700.6089999999967,,,0,1,0,,,,Spreadsheet1,2,trials,4,,,,,,Astronomy,left,,,,,humanities,science,69,practice_incongruent,practice_incongruent
